Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,affiliation,Processed
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,muss jedes Ressort selbst liefern.,Die Grünen,Ressort liefern
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,haetten wir nicht drei Tage verhandelt.,Die Grünen,haeten drei Tag verhandeln
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,"Wenn die Klimaziele insgesamt nicht eingehalten werden,",Die Grünen,Klimaziel insgesamt einhalten
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,Die Sektoren koennen sich untereinander helfen.,Die Grünen,Sektor Koenn untereinander helfen
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,Jedes Ressort behaelt seine Ziele.,Die Grünen,Ressort behaeln Ziel
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,Die Sektorziele im Klimaschutzgesetz bleiben erhalten.,Die Grünen,Sektorziel Klimaschutzgesetz bleiben erhalten
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,Ich hab kein Problem mit marktwirtschaftlichen Instrumenten.,Die Grünen,Problem marktwirtschaftlich Instrument
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,Ich muss einen Ausgleich leisten.,Die Grünen,Ausgleich leisten
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,wie kann eine Flaeche bestmoeglich genutzt werden.,Die Grünen,flaech bestmoeglich nutzen
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,"Nein. Es gibt zukuenftig eine Agentur, die bestimmt,",Die Grünen,nein geben zukuenftig Agentur bestimmen
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,"Heisst das, man kann sich da freikaufen?",Die Grünen,heisst freikaufen
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,Stattdessen sollen jetzt auch Geldzahlungen fliessen koennen.,Die Grünen,stattdessen sollen geldzahlung Fliesse Koenn
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,Ausgleichsflaechen bereitgestellt werden.,Die Grünen,ausgleichsflaechen bereitstellen
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,Wir tragen stellvertretend fuer die Gesellschaft die Konflikte aus.,Die Grünen,tragen stellvertretend Fuer Gesellschaft Konflikt
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,"Bei der Pressekonferenz sprach Lindner davon,",Die Grünen,Pressekonferenz sprechen Lindner davon
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,das Klimaschutz-Gesetz zu aendern,Die Grünen,Klimaschutzgesetz aendern
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,und von der ÈOffnung des Raums fuer marktwirtschaftliche Elemente.,Die Grünen,èoffnung Raum Fuer marktwirtschaftlich element
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,Mussten Sie da nicht schlucken?,Die Grünen,mussen schlucken
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,Bislang muessen bei Baumassnahmen,Die Grünen,bislang muessen Baumassnahm
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,bei der Waermeversorgung sein.,ARD,Waermeversorgung
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Denn im Kern bleibt der Kompromiss der Ampel dabei:,ARD,Kern bleiben Kompromiss Ampel dabei
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Hausbesitzer ueber 80 Jahren sind bei Heizungen,ARD,hausbesitz ueber 80 Jahr heizungen
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Neue Heizungen sollen ab 2024,ARD,neu heizungen sollen ab 2024
,2023-03-31,tagesthemen,,,,"darf kurzfristig wieder ein ÈOl- oder Gaskessel eingebaut werden,",,dürfen kurzfristig èol Gaskessel einbauen
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,In der Regel gilt:,ARD,Regel gelten
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,im selbstgenutzten Haus von diesen Pflichten befreit.,ARD,selbstgenutzt Haus Pflicht Befreit
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,"Ist eine ÈOl- oder Gas-Heizung aelter als 30 Jahre,",ARD,èol Gasheizung aelt 30 Jahr
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,muss sie ausgetauscht werden.,ARD,austauschen
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Aber es gelten Ausnahmen:,ARD,gelten Ausnahme
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,"Wer zum Beispiel seit 2002 in seinem Haus wohnt,",ARD,wer Beispiel seit 2002 Haus wohnen
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,"muss eine noch aeltere Heizung nicht austauschen,",ARD,aelt Heizung austauschen
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,solange sie funktioniert.,ARD,solange funktionieren
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Bei kaputten Heizungen gilt:,ARD,kaputt heizungen gelten
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Fuer eine ÈUbergangsfrist von drei Jahren darf eine neue Heizung,ARD,Fuer èubergangsfrist drei Jahr dürfen neu Heizung
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,mit fossilen Brennstoffen wie Gas eingebaut werden.,ARD,Fossile Brennstoff Gas einbauen
