Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,affiliation
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,Die Sektoren koennen sich untereinander helfen.,SPD
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,Jedes Ressort behaelt seine Ziele.,SPD
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,Die Sektorziele im Klimaschutzgesetz bleiben erhalten.,SPD
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,Ich hab kein Problem mit marktwirtschaftlichen Instrumenten.,SPD
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,Ich muss einen Ausgleich leisten.,SPD
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,wie kann eine Flaeche bestmoeglich genutzt werden.,SPD
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,"Nein. Es gibt zukuenftig eine Agentur, die bestimmt,",SPD
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,"Heisst das, man kann sich da freikaufen?",SPD
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,Stattdessen sollen jetzt auch Geldzahlungen fliessen koennen.,SPD
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,Ausgleichsflaechen bereitgestellt werden.,SPD
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,Wir tragen stellvertretend fuer die Gesellschaft die Konflikte aus.,SPD
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,"Bei der Pressekonferenz sprach Lindner davon,",SPD
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,das Klimaschutz-Gesetz zu aendern,SPD
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,und von der ÈOffnung des Raums fuer marktwirtschaftliche Elemente.,SPD
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,Mussten Sie da nicht schlucken?,SPD
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,Bislang muessen bei Baumassnahmen,SPD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,bei der Waermeversorgung sein.,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Denn im Kern bleibt der Kompromiss der Ampel dabei:,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Hausbesitzer ueber 80 Jahren sind bei Heizungen,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Neue Heizungen sollen ab 2024,ARD
,2023-03-31,tagesthemen,,,,"darf kurzfristig wieder ein ÈOl- oder Gaskessel eingebaut werden,",
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,In der Regel gilt:,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,im selbstgenutzten Haus von diesen Pflichten befreit.,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,"Ist eine ÈOl- oder Gas-Heizung aelter als 30 Jahre,",ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,muss sie ausgetauscht werden.,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Aber es gelten Ausnahmen:,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,"Wer zum Beispiel seit 2002 in seinem Haus wohnt,",ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,"muss eine noch aeltere Heizung nicht austauschen,",ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,solange sie funktioniert.,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Bei kaputten Heizungen gilt:,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Fuer eine ÈUbergangsfrist von drei Jahren darf eine neue Heizung,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,mit fossilen Brennstoffen wie Gas eingebaut werden.,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Danach muss aber ausgetauscht werden.,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,zu mindestens 65 % mit erneuerbaren Energien betrieben werden.,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,"Neue Gasheizungen bleiben zulaessig, wenn sie in Zukunft",ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Ende des Jahres 2044 darf dann endgueltig nicht mehr,ARD
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,"Sie duerfen aber nur eingebaut werden, wenn es in absehbarer Zeit",ARD
,2023-03-31,tagesthemen,,,,um nicht wochenlang frieren zu muessen.,
,2023-03-31,tagesthemen,,,,Details von Kirsten Girschick.,
Sachinhalt,2023-03-31,tagesthemen,Die Ampelkoalition hat beim umstrittenen Gebäudeenergiegesetz mit dem Verbot des Einbaus neuer Gas- und Ölheizungen einen Kompromiss erzielt. Der Entwurf für das Gebäudeenergiegesetz verzichtet aber auf die ursprünglich vorgesehene Austauschpflicht für funktionierende Öl- und Gasheizungen. Bildinhalt,Moderation,Aline Abboud,Eine Waermepumpe soll in Zukunft der Regelfall,ARD
,2023-03-31,tagesthemen,,,,Ausnahmen und ÈUbergangsfristen.,
